AL,AZ,AR,CA,CO,CT,DE,DC,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
0.0285882779894756,0.0309354014018177,0.0261778838401753,0.0245662379650144,0.0347284232475299,0.0232459530653138,0.0252293087597015,0.01944793860331,0.0364407565807362,0.0342108477889078,0.0354925192424111,0.0222908831422478,0.0267026858538106,0.0154863779876281,0.0312307277789419,0.019708130006445,0.0246062354161266,0.0185286653593263,0.0222616496103785,0.026418771027407,0.037443716598168,0.0158514068583508,0.0311218353942458,0.0315129737431547,0.0405838096921839,0.0250224323099266,0.0414094650205761,0.0334273390842734,0.024049640884067,0.0297846858809134,0.0224488349206877,0.0280328256742017,0.0404944586530264,0.0349179388686844,0.0522106174576546,0.0342155071139537,0.0261037544505998,0.0257884314131174,0.0283152921061448,0.0402006499929348,0.0326938503174925,0.0327794548829785,0.0291045226737516,0.0260600130463144,0.0345924616501654,0.0342332406414236,0.0158695347041897,0.0236949157556841,0.0546770465880062
0.0375095924001729,0.0454318936877076,0.047539734292875,0.041387354945248,0.05098566057451,0.032219382235701,0.032554065608642,0.02508006488375,0.0408553466107423,0.035149213623827,0.0557068167771894,0.0294530692510664,0.0283028892374639,0.0393213376289022,0.0713402349170591,0.0369479144563682,0.0342121286404504,0.0294463241643898,0.0290913534032942,0.0223406673232645,0.0242832650986203,0.0402004590010636,0.0377486860107812,0.0355564014499399,0.0245219262643233,0.0569724207638439,0.051617683378612,0.0411911068304038,0.0259098524835917,0.0406416706697343,0.0236885804728608,0.0356833102704947,0.197966118032629,0.0244912690564534,0.0903424227774407,0.0489232468249586,0.0226411963807711,0.0257019780726397,0.0345402867029163,0.0943195453825082,0.0373030852994556,0.0397426017424464,0.0477380742826966,0.0443116437267555,0.02649721016739,0.0436631532404367,0.0257597084653845,0.0313889033391712,0.0420102646906177
0.019787712489426,0.0389914764666494,0.0534372328138359,0.0341743552506016,0.0221034690906509,0.0224563821812639,0.010239941832283,-0.00427385106440536,0.0342509114253224,0.0298021651999029,0.0248251637606406,0.0224847134778311,0.0153574758824645,0.0662957749020882,-0.0309780075656575,-0.00452358665128334,0.0334320940456848,0.0234058060701074,0.022664288432011,0.0247207958082318,0.0225089893395147,0.0351237053356631,0.00965403956715321,0.0177469973795818,0.0672538325471698,0.0350492225988508,0.0495850947236574,0.0408257658685496,0.0257865670404696,0.0295671821284969,0.0171776925053601,0.0286623340722954,0.0178025426456389,0.00819433121284433,-0.0368908133808797,0.0316457600096261,0.0183120269888776,0.0103799424116862,0.0326757993842745,0.0213096100134478,0.0240082301934725,0.0274288680176956,0.0291768869773641,0.03561318601041,0.0328264099435902,0.042752295864329,-0.0408051589439654,0.0288672504378283,0.0431666620548438
0.0442305608123316,0.0425749225786366,0.0260930235869542,0.032825406373986,0.0409060117072832,0.0306810284920083,0.0293688398408606,0.0225340251555242,0.0307083623019087,0.0311835165322224,0.0398943971839248,0.027139757483313,0.0390027357162415,0.028228553535234,0.0407937271395173,0.0645758071429196,0.0414767682746375,0.0280842258025504,0.0335319355536675,0.0269299324039766,0.0244534065911367,0.0226416479107544,0.0397311298540052,0.0306586479002725,0.0369462380442664,0.0492468612343887,0.0519265480257172,0.0329585684871647,0.0309007005814737,0.0386171907262108,0.0246427132965553,0.0318841190635523,0.0134592960056921,0.0359001298547988,0.0548674473389067,0.030777081207173,0.0330688856338938,0.039133094225262,0.0269939166416919,0.0153955231439279,0.0453734648268509,0.0458490176614544,0.0417355911544489,0.0372689063280721,0.0417287490965398,0.035063452989819,0.123498073496757,0.0265757386764422,0.0537945303588954
0.0339702929588484,0.0504704427820036,0.0436637895145847,0.0271198508065998,0.0386434936421586,0.0292755284360989,0.0255010876320696,0.0202972861678245,0.0473354593841314,0.0330423990393527,0.030940538935491,0.0245913041142516,0.0285644320580245,0.022103608349246,0.043112157166194,0.0276692507733833,0.0406809883068354,0.0241932321687645,0.0270239219791161,0.0308094124567374,0.0317443715519217,0.0229656830496513,0.0312675863015579,0.0258494588259032,0.0164996170623689,0.00574703607031671,0.0546952551121699,0.0352052083632088,0.0257898579438656,0.0397032762302904,0.020216698956387,0.0297295641161813,0.00737158235500608,0.0276520750167234,0.0416879462917739,0.030442756585244,0.0258196653889812,0.0217126650523753,0.0338512735184949,0.0158204488778055,0.0337739771702036,0.040605382851558,0.0331686219612841,0.0303760165481285,0.0254084870094731,0.0389265541615075,0.0347712642959815,0.0276148407550374,0.0370780577441036
0.0198283550109451,0.0367797404721771,0.00886867840736085,0.030656313434084,0.034619045897649,0.0267822635057677,0.0180867786594951,0.0215599734406125,0.0300311266685435,0.0270966768864306,0.0315816760033987,0.0190424471108157,0.0281112751200023,0.021943687264206,0.0383063996826688,0.0216313672815077,0.0252913971705036,0.0251659009698826,0.023528680628923,0.0185499977897534,0.030832404070112,0.0407901967891679,0.0164974112573702,0.026388522273807,0.0578513750348058,0.0637785612106904,0.0366386554621849,0.0278297247503083,0.0244325554214463,0.0227483801885866,0.0243915232899706,0.0287720551042874,0.176707449279851,0.0288597168254644,0.0336193256523967,0.0345214128843338,0.0214692934978711,0.0238176294977218,0.0286029801373695,0.0858831847283869,0.0256792137815892,0.032044676875617,0.0309308580557748,0.0246404312075461,0.0292809610251401,0.0376014001555728,0.0244905970904204,0.024768681069024,0.0369417475728155
0.0331353465147884,0.0508482729096219,0.0344116348491937,0.0395230299340762,0.0335072558291212,0.0369516190257456,0.0234950517151572,-0.0132160836041547,0.0385010577992877,0.0314049963414851,0.00830634353361626,0.0243014113727554,0.0294002836153681,0.0148573950112879,0.0248021631812657,0.0370797904185758,0.033602423475757,0.0348926953144451,0.0234249769271871,0.0367498234414516,0.0288071109594511,0.0184049252062937,0.048813381780091,0.0352054259168212,0.0112719671750407,-0.0277985979454169,0.0325810635538262,0.0500552575541119,0.0298858544616761,0.0352865765717643,0.0183042800816367,0.023544751658183,-0.129919057646749,0.0298005714587503,0.0421201510943995,0.0302381636850136,0.0324268685655525,0.0353109692931411,0.0272009936787779,-0.0180137816281131,0.0343682657713899,0.0393415195661932,0.0272663966181822,0.0413322955527524,0.0269226105252409,0.0400862126668362,0.0107808965166578,0.0361215101602768,0.0411731660502787
0.0113003458990443,0.0253817562619013,0.00710950290814346,0.0249649687337861,0.0251148499156702,0.0196047066061679,0.0210109234991549,0.0205093764529628,0.025331116989911,0.0199006807029429,0.0125022498511637,0.0193080150911984,0.00895317099506818,0.00637461954158632,0.0311540807730666,0.0141982319182894,0.0195691312735716,0.016094304444578,0.016918020337696,0.0190640918059986,0.00939530534166513,0.0251186572494683,0.0196315878178039,0.0199596666163311,-0.0368533063861712,0.0346779740444284,0.0297693815002765,0.0250795769586201,0.0204566638725901,0.0240227844966361,0.0200950275462552,0.0164029000591032,0.000170174144875025,0.00973677324820768,0.0278513381552162,0.0292776742708485,0.0173393868487156,0.0133041802549659,0.0248684167357978,0.0233170641863892,0.0106671196988529,0.0267256453884706,0.0255592579508673,0.0166241397974175,0.021793804096075,0.0292817665335794,0.0142382222999868,0.0243559069821727,0.0362626739506754
0.030725082972217,0.0470740014910115,0.0262510358089431,0.0345954390220262,0.0456352623459618,0.0330097028794863,0.0304227859368046,0.0219196112179811,0.0437503632242692,0.0320232020795225,0.0321482291809108,0.0339253766675145,0.0235846953227688,0.0268838773888422,0.0355793022174854,0.0357780621735443,0.043634008813356,0.0292401122252081,0.0277843897748965,0.0286689496267473,0.015162060278574,0.0290470720217807,0.0346932278721241,0.0304054941459931,0.0261024385591199,0.0282852780679518,0.0393501012417358,0.0301755440362607,0.0288587657942535,0.0299185779354266,0.0319020017828313,0.0252312653626692,0.0420447670901391,0.0274754263526519,0.0397251285189225,0.0336250114697075,0.0278761041278382,0.0350120079484086,0.0333517782584637,0.0365544176670685,0.0296081345695614,0.0367186353285769,0.0405161338373025,0.0292059628840888,0.0302903739867728,0.0392780148158523,0.0385569188967718,0.030282962213946,0.0429340044257388
0.0287300158888624,0.0336809434074883,0.0248090779652243,0.0295483995912576,0.0319669747018647,0.0331757153413223,0.0305611222444891,0.0262173676128201,0.036618793579647,0.028897932530289,0.0315311137902254,0.0187241786095473,0.021514454992034,0.0105223614267736,0.0360298684753386,0.0269994576402683,0.0338763476986966,0.0238087022532004,0.0254734117433359,0.0299827922950142,0.0164697393546298,0.0323133875724175,0.0230455645423725,0.0190194342604739,0.0722253206915783,0.0190390940801205,0.033694019340907,0.0263503330254265,0.0288502317215866,0.0287657159630155,0.024789111421622,0.0335971148240376,0.0777757619738751,0.0230766902729859,0.0384048010841158,0.0292304215895151,0.0230037791273651,0.0203413387357038,0.032629380161266,0.0273475482705931,0.025422757893772,0.0404264507678582,0.0279691498308967,0.028574243767859,0.0298898391470504,0.0257852902319112,0.0253247786936873,0.0259001822366497,0.0396896386745159
0.0273365020895339,0.0401560708423041,0.0102547755376991,0.0363305057496666,0.0391844579749319,0.0426207356649365,0.0383383903575679,-0.0158571169975261,0.0527595595089293,0.023360291584311,0.0405466151218196,0.0203743513435158,0.0171317516180326,0.0194389507650672,0.0125462772521595,0.0121987899136152,0.0351611675498434,0.0420949748913081,0.0307945062317469,0.0355354102856015,0.0260148362407633,0.0261609060334698,0.00849584750271829,0.0182414438508754,0.0311226701343736,0.00589781306860567,0.0522939633737895,0.04959499786841,0.03658955999409,0.0328118312806125,0.0267671930130267,0.0270241317341705,-0.0996347231807699,0.025591267434809,0.0320029530861988,0.0283767465930654,0.0253615076530522,0.0424804912961167,0.0267769515932029,-0.00846755792925101,0.0257198082745831,0.0323025497051481,0.0331528740034119,0.0320432991665867,0.0391111196033286,0.0354734881364045,0.0245575191370441,0.0271933311325351,0.0369140273303855
0.00794281703913864,0.0317538363931956,-0.00268501925950635,0.0273142113808661,0.0172931004058585,0.0215495153528097,0.0149176622537939,0.0251499061936703,0.0368266143133356,0.0249777399763447,-0.00343133624626628,0.00287730198487979,-0.0028710904353556,-0.0263214513629319,0.00319818826956405,0.00787096863360258,0.0232309519769218,0.020644674428633,0.0271207847972386,0.024863937589985,-0.00468998367342537,0.00207801694990541,0.00231108460404751,-0.00218879959976236,-0.0340367692393924,-0.0104512471498173,0.0151265037492583,0.0236934741402654,0.0239636072253743,0.0192458216308302,0.0262288294988261,0.0225409617959542,-0.0186209991026025,0.0114384552076363,0.016746333691022,0.00804404016682806,0.0128523277677171,0.0219249678876733,0.0225934227386751,-0.110302389799884,0.00941669843690439,0.0233522694635385,0.0155011330991314,0.0211862440246903,0.0264147959633999,0.0238817534884669,0.0122414020292528,0.00885654194778348,0.0251225253733647
0.0325735801238792,0.0237473001329757,0.055206007712604,0.0344030964546484,0.0408114098487039,0.0327677407882199,0.0333259099007381,0.0185761106193631,0.0428906957217974,0.0315153243913139,0.0493559573941045,0.0321604314837479,0.0351349673719558,0.0625863741400038,0.0328707872187351,0.0364317645768197,0.0534696540020011,0.031602851861632,0.0234810413804208,0.0323791779584462,0.0271215472783712,0.0509831640544188,0.0543426021283899,0.0452016098344951,0.0246173931964894,0.0355509486556335,0.0422481320479981,0.031389146056518,0.0283355441233924,0.039481411211998,0.0300040289770348,0.039685150180283,-0.0426541187228529,0.0245630878767283,0.0658323028158003,0.0310230848360161,0.0261372881312434,0.0272299757281555,0.0318943982758903,0.0764632627646327,0.0422253276428598,0.0475472219503631,0.0270779236940128,0.0376985479582795,0.0268099156378933,0.036537116860357,0.0219997656829691,0.0347619367519552,0.0539263665110676
0.0392191954184617,0.0542689496465535,0.038644309426021,0.0419000396819474,0.0516827924633118,0.0427863969633968,0.0406256253944797,0.0283483060301802,0.0447275551230254,0.0401283772884488,0.054635585718501,0.0283779219371818,0.0448464496560689,0.0413650173764091,0.0507985368152793,0.0311587275860586,0.0454217490206984,0.0352729171572793,0.0372945703012459,0.037408296834361,0.0414164818391116,0.0368259607205375,0.0347030030714464,0.0367449908769284,0.100025484199796,0.0532473944419269,0.0444718647386346,0.0507693951699081,0.0402071612358694,0.0312720003476597,0.03735769271085,0.04262152621346,0.0889897120569916,0.038274302414585,0.0447192419766752,0.0350159013128211,0.0361076652193921,0.0373519266674403,0.0343024405680155,0.0966254938952763,0.0337664690808376,0.0469272092767642,0.0475425063608094,0.0400516795865632,0.0375501174204489,0.0427144796727835,0.0385242456278899,0.0379439322797772,0.0598646259353848
0.0304108493757304,0.0223015101501604,0.0401259279835728,0.0238623141176611,0.0254371832457354,0.023693342008241,0.0144826770022781,0.0137719969395563,0.0380411566002051,0.0356114224025071,0.00938961881952679,0.0324861429685662,0.0218292023667587,0.0422840780629133,0.0326360496963443,0.0276766439021886,0.0307013911371788,0.0263766911939235,0.0257636613986324,0.0155124937205798,-0.001461655334789,0.0176086897561771,0.026805053678287,0.0292725146971944,0.0159465616433068,0.0625698324022347,0.0300908975523077,0.0179394087317326,0.0210351581081481,0.0223003211043969,0.0207184036088754,0.0217781661401369,0.188743718592965,0.0109652767724858,0.0278409834339128,0.0148459234844861,0.023043803261488,0.0312277561977587,0.0364461033646675,0.0377667775703968,0.0338904538341158,0.0445507880295881,0.0291924651672052,0.0260659016738605,0.0490250153024504,0.0126974377872636,0.0234995431325775,0.0093722508736673,0.0149464992838487
0.00873252971775958,0.0316235684231059,0.0188045914413187,0.0224264939198524,0.0255588402794273,0.0240573736945752,0.0161278562783441,0.00939453675021117,0.0304849804976256,0.0220701351085905,0.01129799430111,0.0160754408863618,0.00947930840183421,0.00704017249721541,0.0196423629262892,0.00327120744386985,0.0275272472265781,0.0128060590292833,0.0186333853114463,0.0248072809552818,0.0193395284431366,0.0137636787245998,0.0235923262370775,0.0133018381342105,0.0188760514847471,0.0110107932363995,0.0272214586986399,0.0239772216394425,0.0245645037779599,0.028928515486525,0.022749080190399,0.0218891259198,0.0263165985181543,0.0163556957225402,0.0322937204067375,0.00912157678956805,0.0170026882777561,0.0189916480135683,0.0229731524803329,0.0219573988927466,0.0152987333801554,0.028078015636798,0.0123017448699026,0.0164570209098557,0.00993059006460093,0.0230912145428963,-0.0415101348719885,0.0166574380768286,0.0202882188869704
0.0397431914673295,0.045479868321094,0.038148595512837,0.0389949118526618,0.0521430963277151,0.0367581545694975,0.0357619505474793,0.0279994197011461,0.0423686918888489,0.0373739122823377,0.0349734684032803,0.0355267422063915,0.0298041355346922,0.0488818664043984,0.0365186117875912,0.0643365824671224,0.0424726710885828,0.028684781367736,0.0379669516528887,0.0398187173447633,0.0175485179826067,0.0389689773026027,0.0351940839208994,0.0401778552400946,0.0465645438042424,0.0495708205814845,0.0366037074286979,0.046977901361042,0.036108634273463,0.047977693737581,0.0368182337559812,0.0448434864656579,0.0696012940718329,0.0321362817681912,0.0554536267279444,0.0243246610327859,0.0352944633830964,0.0311982891260801,0.0324883313254316,0.0459400728430202,0.0308210110512922,0.0511816388169743,0.0504962292497725,0.0434844049661855,0.0288004444268085,0.0374889590154702,0.101018309568609,0.035840264260013,0.0457740749178247
0.00639391283563054,0.0205751747969448,-0.006698782534645,0.00971471041829932,0.0313993518032283,0.00995666774751647,0.0102944232767579,0.00376690766191198,0.0102599502445577,0.01277587826138,-0.00902523251626033,0.0141581842178305,-0.0021994607661164,-0.00390132626647077,0.0226369253934365,0.00828709901840993,0.0226090672679992,0.0037642314771141,0.0136312284997112,0.0206535194800729,0.00870796646993113,0.011574625653959,0.0099057149467839,0.0107122932418872,0.000855401504080848,0.00920900511991053,0.012087872961618,0.0281614015469202,0.0141467174611375,0.029748616165632,0.0168250226786697,0.0106606204847274,0.0213826614201896,0.00721769793689786,0.0322615577080359,-0.00390884981165225,0.0100306117418215,0.0030686073027224,0.0116473650194764,0.00220928191022407,-0.00337615816803506,0.0343430914478831,0.0187189133589775,0.0156126061637874,-0.0063949272567382,0.00724895770044622,0.0151478161141425,0.00185642859583377,0.0241181321673643
0.00875662684668119,0.000835400739203124,0.0082143711619746,0.0202100713871337,0.0117284029983157,0.0162976367416402,0.0180202419155764,0.0204834261612502,0.02131471807303,0.0193051311912165,0.00695884553714595,0.00054806035505933,0.00407849575993642,-0.0255119519760497,0.0119748339989971,0.0099787494962789,0.0149802826669748,0.021735925550539,0.013399536624743,0.0144028502482597,-0.00902616094586731,0.0131682078563151,0.0125530401745016,0.00544632142527473,-0.0349227829018434,0.000310373237926481,0.0146611317303125,0.00699706340862115,0.0174710457358989,0.0135499342920995,0.0168637100162035,0.0066483432265975,-0.0423224568138196,0.00202112984169761,0.0371941893913878,0.00432440865831406,0.0135586075303409,0.0227336514173449,0.0100870574178376,-0.0120731689513715,0.0205531137317182,0.0207577940776475,0.0156432617099704,0.0122866504114599,0.0396444237413143,0.0116820176724081,0.00506154956123916,0.0128288202259964,0.00065332664813045
0.0131148184274551,0.00992158846591625,0.0132297104888466,0.0101539328125014,0.0256274050314402,0.0208853866359152,0.0184017674318354,0.0184508102035842,0.00969762102806067,0.0192504513212697,0.0195114701542446,0.0233464446877385,0.0132695485778899,0.0179008611543077,0.0311906937513179,0.0121392177969143,0.0101643243385306,0.0281091902713525,0.0256296005530831,0.026103659051312,0.0221207573365142,0.015134774799242,0.00757986433551284,0.0244178464628598,0.0345260205901525,0.0436305786382792,0.0108087961237421,0.0250486031105992,0.0167525773195876,0.0172951828410688,0.0187245430073429,0.021944994765938,0.0228622965370134,0.0133997113009241,0.0113599161048371,0.005788330806145,0.0162594685153851,0.0165660446395902,0.012642735042735,0.028446033810143,0.0172065859612642,0.0132445846512128,0.0160423802098583,0.0206808302440676,0.0181448330761983,0.013675996448764,0.00349463562302449,0.0101147283689417,0.0177497722441542
0.013965931758385,0.0068092593404254,0.0107539473427407,0.0129427133092288,0.00436647675879545,0.0201767958192225,0.0183867298076669,0.0130905306971904,0.0211562637704451,0.0171889000847242,0.0158789658367955,0.0114178213474052,0.00614958848231173,0.0146301545469537,-0.00158819419593404,0.014480834023437,0.00953087126385941,0.0340245250249987,0.020130953776558,0.0298307983201212,0.0103518203210193,0.0147591454207531,0.00419651086086939,0.0127409737718111,0.0024254529890143,-0.00642720073515508,0.0152123207793098,0.0376689174357038,0.0208981230923683,0.0132207124495043,0.0231443011487196,0.019155881536263,0.0128761371588523,0.0103407623923146,0.00926376735311534,0.00939807337816913,0.0186286659591914,0.0314043786162277,0.01475364452157,0.00459789933474144,0.0158576080732894,0.0110985415301489,0.0192471367203468,0.0331305309734513,0.0177481201573698,0.0122376655320813,0.000975977641239411,0.0209843436906221,-0.0117859433976339
