AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729,-0.0169491525423729
0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298,0.0676392572944298
0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701,0.0306418219461701
-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927,-0.0281237444756927
-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762,-0.0384456386936762
0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769,0.0025795356835769
-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961,-0.00557461406517961
-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118,-0.0698576972833118
0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953,0.0227167362076953
0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532,0.00226654578422532
-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391,-0.00180913613749391
0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074,0.0326234707748074
0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119,0.0544098288723119
0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286,0.038701622971286
0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923,0.0204326923076923
0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053,0.03886925795053
